sentence,frameCount,frames,frameIds,occurrenceCount,sourceDocumentCount,sourceDocuments
Officers must select the task for their region.,7,Appellations; Attention_getting; Being_obligated; Choosing; Leadership; Locale; People_by_vocation,2390; 305; 392; 352; 73; 192; 1071,1,1,procedure/activity/sorting_paper_docs.json
"On MPS claims, the IPOC officer must calculate and update the AOB balance manually.",7,Appellations; Attention_getting; Claim_ownership; Leadership; People_by_vocation; Predicting; Statement,2390; 305; 550; 73; 1071; 425; 43,1,1,procedure/task/inputting_aob_mps.json
"On the Disentitlements tab, terminate the D47 as follows:",7,Activity_stop; Compliance; Cotheme; Firing; Grasp; Killing; Relative_time,166; 117; 56; 326; 979; 590; 81,1,1,procedure/task/modifying_claimant_report_eierb.json
"On the E-Report tab, select the pending claimant’s report and review the information provided by the client.",7,Choosing; Commerce_buy; Information; Reporting; Statement; Supply; Text,352; 171; 1591; 483; 43; 1346; 298,1,1,procedure/task/pending_cr.json
"On the M149 - Initial Intake Data screen, update the tentative BPC as follows:",7,Compliance; Cotheme; Eclipse; Grasp; Information; Relative_time; Version_sequence,117; 56; 652; 979; 1591; 81; 1960,2,2,procedure/task/benefit_period_cancel.json; procedure/task/benefit_period_term.json
"On the TC80-1 trailer, update the fields as required.",7,Being_necessary; Fields; Have_as_requirement; Imposing_obligation; Locale_by_event; Locale_by_use; Needing,1157; 1345; 1491; 1494; 1921; 196; 1375,4,4,procedure/task/antedating_an_ei_erb_claim_purge_recreate.json; procedure/task/cancelling_payment_pr.json; procedure/task/changing_fct_pr.json; procedure/task/modifying_wsc_pr.json
"On the TC80-2 trailer, update the fields as required.",7,Being_necessary; Fields; Have_as_requirement; Imposing_obligation; Locale_by_event; Locale_by_use; Needing,1157; 1345; 1491; 1494; 1921; 196; 1375,2,2,procedure/task/changing_fct_pr.json; procedure/task/modifying_wsc_pr.json
"On the TC81-1 trailer, update the fields as required.",7,Being_necessary; Fields; Have_as_requirement; Imposing_obligation; Locale_by_event; Locale_by_use; Needing,1157; 1345; 1491; 1494; 1921; 196; 1375,2,2,procedure/task/cancelling_payment_pr.json; procedure/task/modifying_wsc_pr.json
"On the TC81-2 trailer, update the fields as required.",7,Being_necessary; Fields; Have_as_requirement; Imposing_obligation; Locale_by_event; Locale_by_use; Needing,1157; 1345; 1491; 1494; 1921; 196; 1375,3,3,procedure/task/antedating_an_ei_erb_claim_purge_recreate.json; procedure/task/changing_fct_pr.json; procedure/task/modifying_wsc_pr.json
"On the TC82-2 or TC82-3 trailer, update the fields as required.",7,Being_necessary; Fields; Have_as_requirement; Imposing_obligation; Locale_by_event; Locale_by_use; Needing,1157; 1345; 1491; 1494; 1921; 196; 1375,1,1,procedure/task/antedating_an_ei_erb_claim_purge_recreate.json
"On the TC82-3 trailer, update the AOB fields as required.",7,Being_necessary; Fields; Have_as_requirement; Imposing_obligation; Locale_by_event; Locale_by_use; Needing,1157; 1345; 1491; 1494; 1921; 196; 1375,1,1,procedure/task/inputting_oosabp_pr.json
Only one update can be done per day.,7,Activity_done_state; Calendric_unit; Location_in_time; Measure_duration; Process_completed_state; Sole_instance; Timespan,182; 229; 2141; 224; 234; 355; 2142,1,1,procedure/task/actioning_employer_bankruptcy_dars.json
Other fields on the Update Document screen,7,Documents; Eclipse; Fields; Increment; Locale_by_event; Locale_by_use; Recording,560; 652; 1345; 1001; 1921; 196; 1615,1,1,procedure/generic/document_upload_updating_document_instruction.json
"Otherwise, it must be translated by Linguistic Services.",7,Be_translation_equivalent; Categorization; Have_as_translation_equivalent; Negative_conditional; Public_services; Rite; Translating,1655; 21; 1654; 2904; 1605; 301; 1645,1,1,procedure/generic/conditions_medical_certificate_ca.json
Paper documents must be packaged and shipped to Imaging daily.,7,Businesses; Documents; Frequency; Placing; Recording; Substance; Text,365; 560; 80; 62; 1615; 1321; 298,1,1,procedure/task/pack_ship_docs_imaging.json
"Process weeks owed to the client, if necessary.",7,Being_necessary; Calendric_unit; Commerce_buy; Means; Measure_duration; Process; Processing_materials,1157; 229; 171; 1790; 224; 233; 620,1,1,procedure/task/changing_adding_nimps_bac.json
proof of registration through the simplified process;,7,Activity_done_state; Evidence; Means; Process; Processing_materials; Time_vector; Used_up,182; 25; 1790; 233; 620; 379; 1532,4,4,procedure/task/adj_availability_rsb_900_series.json; procedure/task/deter_entitlement_900series_sin.json; procedure/task/expired_900_sb.json; procedure/task/insurability_ruling_900series.json
Provide information about provincial financial assistance programs and r.,7,Assistance; Information; Political_locales; Project; Proportional_quantity; Supply; Topic,391; 1591; 195; 1158; 1923; 1346; 373,1,1,procedure/task/actioning_referral_of_a_client_who_was_prevented_from_applying_rb.json
Reconsideration: Identification of the issue to be reviewed — Instructions,7,Creating; Documents; Education_teaching; Emanating; Point_of_dispute; Supply; Text,319; 560; 111; 361; 1608; 1346; 298,3,2,procedure/generic/administrative_review.json; procedure/generic/ar_index_ikt_ict.json
"Recovery week is coded with a regular claim, please review",7,Calendric_unit; Claim_ownership; Experiencer_obj; Measure_duration; Predicting; Recovery; Statement,229; 550; 47; 224; 425; 51; 43,1,1,procedure/generic/rcr_screen_messages.json
"Recovery week is coded with a regular claim, please review (1027)",7,Calendric_unit; Claim_ownership; Experiencer_obj; Measure_duration; Predicting; Recovery; Statement,229; 550; 47; 224; 425; 51; 43,1,1,procedure/generic/rcr_screen_messages.json
Refer to Digest 5.16.6 — Calculation of self-employment earnings for more information.,7,Earnings_and_losses; Increment; Information; Reference_text; Referring_by_name; Sending; Topic,1873; 1001; 1591; 1924; 1253; 243; 373,1,1,procedure/task/all_se_earnings.json
Refer to Estimating interim ROE information .,7,Duration_description; Estimating; Information; Reference_text; Referring_by_name; Sending; Topic,79; 1513; 1591; 1924; 1253; 243; 373,1,1,procedure/task/insurability_proc_ruling.json
Refer to Pay coding guide for additional guidance.,7,Commerce_pay; Cotheme; Increment; Reference_text; Referring_by_name; Sending; Topic,180; 56; 1001; 1924; 1253; 243; 373,1,1,procedure/task/inputting_claimant_report.json
Refer to regional Business expertise for guidance.,7,Businesses; Expertise; Locale; Reference_text; Referring_by_name; Sending; Topic,365; 136; 192; 1924; 1253; 243; 373,2,1,procedure/generic/wl_mgmt_ipoc.json
Refer to Reviewing family supplement entitlement — IPOC .,7,Aggregate; Biological_classification; Kinship; Reference_text; Referring_by_name; Sending; Topic,103; 2701; 104; 1924; 1253; 243; 373,3,1,procedure/task/actioning_a_cps_reject_notification_ipoc.json
Refer to Sending a medical certificate for translation .,7,Causation; Documents; Reference_text; Referring_by_name; Sending; Topic; Translating,5; 560; 1924; 1253; 243; 373; 1645,2,2,procedure/activity/med_cert_sb.json; procedure/task/determining_med_cert_valid.json
Refer to the appropriate EIR section:,7,Part_whole; Reference_text; Referring_by_name; Sending; Separating; Suitability; Topic,140; 1924; 1253; 243; 15; 368; 373,1,1,procedure/task/allocating_te.json
Refer to the Postdate Policy for further information.,7,Increment; Information; Law; Reference_text; Referring_by_name; Sending; Topic,1001; 1591; 950; 1924; 1253; 243; 373,4,1,procedure/generic/rcr_screen_messages.json
Refer to Updated: COVID-19 and recoupment and continue processing.,7,Activity_ongoing; Process_continue; Processing_materials; Reference_text; Referring_by_name; Sending; Topic,164; 145; 620; 1924; 1253; 243; 373,1,1,procedure/generic/wl_mgmt_rfr.json
Referring the issue to a Business Expertise Advisor,7,Businesses; Creating; Emanating; Expertise; Point_of_dispute; Supply; Text,365; 319; 361; 136; 1608; 1346; 298,1,1,procedure/task/following_up_different_inconsistent_rulings.json
Referring the issue to a Business Expertise Advisor for review,7,Businesses; Creating; Emanating; Expertise; Point_of_dispute; Supply; Text,365; 319; 361; 136; 1608; 1346; 298,1,1,procedure/task/following_up_different_inconsistent_rulings.json
"Referring to Digest 5.13 if necessary, determine how the pension was paid:",7,Being_necessary; Buildings; Coming_to_believe; Contingency; Control; Deciding; Means,1157; 173; 23; 900; 1799; 363; 1790,2,2,procedure/task/all_lsupp.json; procedure/task/mod_lsppa.json
"Render the decision, communicate the decision to the client and send the decision letter.",7,Categorization; Causation; Commerce_buy; Communication; Deciding; Sending; Text,21; 5; 171; 6; 363; 243; 298,2,1,procedure/generic/reconsideration_benefits_self_employed_instruction.json
Review of the Major Employer Events is required.,7,Being_necessary; Employing; Event; Have_as_requirement; Importance; Imposing_obligation; Needing,1157; 323; 187; 1491; 407; 1494; 1375,1,1,procedure/activity/labour_dispute.json
Review the Case Summary (IC08) screen.,7,Containers; Criminal_investigation; Eclipse; Instance; Measure_volume; Reasoning; Trial,78; 500; 652; 132; 155; 308; 201,2,2,procedure/generic/revison-paiement-en-double-recon-duplicate-payment.json; procedure/task/perf-rec-eia112-eierb-cra.json
Review the claim for errors or omissions and determine if the claim must be re-purged:,7,Claim_ownership; Coming_to_believe; Contingency; Control; Deciding; Predicting; Statement,550; 23; 900; 1799; 363; 425; 43,1,1,procedure/task/cancelling_payment_pr.json
Review the decision indicated in the ROD:,7,Communication; Condition_symptom_relation; Deciding; Evidence; Indicating; Medical_intervention; Sign,6; 2718; 363; 25; 2090; 2741; 428,1,1,procedure/task/completing_roe_strike_lockout.json
Review the information on the COR WI to determine the decisions to be communicated to the client.,7,Coming_to_believe; Commerce_buy; Communication; Contingency; Control; Deciding; Information,23; 171; 6; 900; 1799; 363; 1591,2,2,procedure/task/cor_disq_disent.json; procedure/task/cor_excl_roe.json
Review the Intake Data (M149) screen to determine the error code.,7,Coming_to_believe; Contingency; Control; Deciding; Eclipse; Information; Law,23; 900; 1799; 363; 652; 1591; 950,1,1,procedure/task/completing_claim_m149_l1.json
ROE corrections require an interim ROE to be created.,7,Cause_to_start; Creating; Duration_description; Have_as_requirement; Imposing_obligation; Intentionally_create; Needing,381; 319; 79; 1491; 1494; 280; 1375,1,1,procedure/activity/interim_roe.json
"Select the appropriate option: If it is an administrative review decision, select 21 - Request for Reconsideration / ≤ w/c 1867 appeal .",7,Alternatives; Appeal; Choosing; Deciding; Experiencer_obj; Request; Suitability,1931; 504; 352; 363; 47; 41; 368,1,1,procedure/generic/mm06_ccmnm_transactions.json
Select the appropriate procedure based on the task to complete:,7,Activity_finish; Being_obligated; Choosing; Completeness; Means; Process_completed_state; Suitability,165; 392; 352; 1534; 1790; 234; 368,2,1,procedure/task/fact_find.json
Select the BPC of the claim with the claimant’s report that must be input.,7,Choosing; Claim_ownership; Degree; Predicting; Reporting; Statement; Text,352; 550; 2001; 425; 483; 43; 298,1,1,procedure/generic/mm06_cr_ren.json
Select the BPC you want to update from the Blocked Status column.,7,Choosing; Desiring; Eclipse; Having_or_lacking_access; Hiding_objects; Hindering; Possession,352; 366; 652; 1870; 1673; 480; 118,1,1,procedure/task/aic_ref_fttaojo.json
Select the Disqualifications/Disentitlements (M161) transaction and impose the 3 - Not available disentitlement (D3) as follows:,7,Choosing; Commercial_transaction; Compliance; Cotheme; Grasp; Negation; Relative_time,352; 177; 117; 56; 979; 2860; 81,1,1,procedure/task/availability_personal_act.json
Select the Renewal/Revised (M106) transaction and impose the partial disentitlement as follows:,7,Choosing; Commercial_transaction; Compliance; Cotheme; Grasp; Partiality; Relative_time,352; 177; 117; 56; 979; 349; 81,1,1,procedure/task/availability_adj_rw.json
"Select the Renewal/Revised (M106) transaction, rescind the MA1 and impose the 3 - Not available disentitlement (D3) as follows:",7,Choosing; Commercial_transaction; Compliance; Cotheme; Grasp; Negation; Relative_time,352; 177; 117; 56; 979; 2860; 81,1,1,procedure/task/availability_pt.json
"Send the appropriate correspondence, if required.",7,Being_necessary; Causation; Have_as_requirement; Imposing_obligation; Needing; Sending; Suitability,1157; 5; 1491; 1494; 1375; 243; 368,1,1,procedure/task/documents-medicaux_medical-document.json
Send the information requested according to your regional procedures:,7,Causation; Compatibility; Information; Locale; Means; Request; Sending,5; 360; 1591; 192; 1790; 41; 243,1,1,procedure/task/actioning_rcppdp_ipoc.json
Send the original medical certificate and the saved copy of the translation to Imaging.,7,Causation; Documents; Duplication; Imitating; Rescuing; Sending; Translating,5; 560; 11; 1672; 2841; 243; 1645,1,1,procedure/task/deter_ccb_mc.json
Send the saved ACS letter.” Go to step 11.,7,Causation; Connecting_architecture; Intentionally_act; Rescuing; Self_motion; Sending; Text,5; 1025; 198; 2841; 64; 243; 298,2,1,procedure/task/claim_procedure_ftr_checked_d15.json
Send to: RPU/SV 400–555 Hastings Street West Vancouver BC V6B 1M1,7,Causation; Direction; Directional_locative_relation; Locative_relation; Part_orientational; Roadways; Sending,5; 215; 2912; 199; 143; 203; 243,1,1,procedure/generic/not_imaged_wt.json
Send to: Vancouver IPOC Attn: RPU/Work-Share Vancouver RPU 400–555 Hastings Street West Vancouver BC V6B 1M1,7,Causation; Direction; Directional_locative_relation; Locative_relation; Part_orientational; Roadways; Sending,5; 215; 2912; 199; 143; 203; 243,1,1,procedure/generic/not_imaged_wt.json
Situations that always require a written notice of decision,7,Becoming_aware; Deciding; Degree; Frequency; Have_as_requirement; Imposing_obligation; Needing,20; 363; 2001; 80; 1491; 1494; 1375,2,1,procedure/generic/notice_decision_ja.json
Situations that require neither a written notice of decision nor verbal communication,7,Becoming_aware; Communication; Deciding; Degree; Have_as_requirement; Imposing_obligation; Needing,20; 6; 363; 2001; 1491; 1494; 1375,4,1,procedure/generic/notice_decision_ja.json
Some reasons for the creation of a Claim Review (CR) Recalculation WI are:,7,Causation; Claim_ownership; Intentionally_create; Predicting; Reason; Reasoning; Statement,5; 550; 280; 425; 514; 308; 43,1,1,procedure/generic/recalculation_assessment.json
