sentence,status,confidence,canonicalFrameCount,canonicalFrames,structuredKnowledge,rulesApplied,reviewCandidates,explicitlySuppressedFrames,rawFrameCount,rawFrames,occurrenceCount,sourceDocumentCount,sourceDocuments
"If the request was not made 3 weeks from the week when the decision that led to the D21 was made, obtain the information on the reasons for the delay in applying.",canonical_frame,medium,2,Receiving; Request,,fallback_Request; fallback_Receiving,Deciding,,15,Calendric_unit; Causation; Change_event_time; Come_into_effect; Deciding; Degree; Getting; Hindering; Information; Measure_duration; Negation; Reason; Reasoning; Request; Using,1,1,procedure/task/adj_rrp_refusaldecision.json
"If the RFS is contentious, the IPOC agent creates an Action Item (AI) WI to ensure the Level 1 agent adjudicates the RFS.",needs_review,low,0,,,,Cause_to_start,,15,Active_substance; Building_subparts; Cause_to_start; Creating; Destroying; Dimension; Entity; Gizmo; Intentionally_act; Intentionally_create; Legal_rulings; Part_ordered_segments; People_by_vocation; Quantity; Rank,1,1,procedure/task/actioning_perm_reason_sep_wsc.json
"If the RFS is dismissal or voluntary leaving, select the Renewal/Revised (M106) transaction and impose an MA75 as follows:",needs_review,low,0,,,,Giving,,15,Abandonment; Being_obligatory; Causation; Choosing; Commercial_transaction; Compliance; Cotheme; Departing; Firing; Forming_relationships; Giving; Grasp; Path_shape; Quitting; Relative_time,1,1,procedure/task/actioning_pse_wsc.json
"If the ROE has been completed by hand with no signature, complete the following field:",needs_review,low,0,,,,Activity_finish; Giving,,15,Activity_finish; Body_parts; Completeness; Compliance; Cotheme; Distinctiveness; Fields; Giving; Grasp; Locale_by_event; Locale_by_use; Process_completed_state; Relative_time; Sign_agreement; Time_vector,2,2,procedure/task/paperroe_fisher.json; procedure/task/paperroe_regular.json
"If the ROE is not on file, complete a referral to Integrity for possible undeclared earnings. (If an ROE is on file, undeclared earnings will be caught in a post-audit.)",canonical_frame,high,1,Submitting_documents,,administrative_document_submission,Activity_finish; Giving,Grooming; Placing,15,Activity_finish; Awareness_status; Completeness; Desiring; Documents; Earnings_and_losses; Giving; Grooming; Likelihood; Negation; Placing; Process_completed_state; Removing; Self_motion; Submitting_documents,1,1,procedure/generic/rcr_screen_messages.json
"If the ROE is signed by the client , complete the following fields:",needs_review,low,0,,,,Activity_finish,,15,Activity_finish; Commerce_buy; Completeness; Compliance; Cotheme; Fields; Grasp; Hiring; Locale_by_event; Locale_by_use; Process_completed_state; Relative_time; Sign_agreement; Text_creation; Time_vector,1,1,procedure/task/paperroe_regular.json
"If the ROE is signed by the client, complete the following fields:",needs_review,low,0,,,,Activity_finish,,15,Activity_finish; Commerce_buy; Completeness; Compliance; Cotheme; Fields; Grasp; Hiring; Locale_by_event; Locale_by_use; Process_completed_state; Relative_time; Sign_agreement; Text_creation; Time_vector,1,1,procedure/task/paperroe_fisher.json
"If the serial number has been typed correctly and another error exists, return to section 4, step 2 to review the other error.",canonical_frame,medium,1,Resolve_problem,,fallback_Resolve_problem,,,15,Amounting_to; Arriving; Be_subset_of; Cardinal_numbers; Connecting_architecture; Existence; Increment; Intentionally_act; Part_whole; Quantified_mass; Quantity; Resurrection; Self_motion; Separating; Text_creation,2,2,procedure/task/paperroe_fisher.json; procedure/task/paperroe_regular.json
"If the system cannot generate an automated letter, a Correspondence (COR) WI is created and the officer must complete the letter.",canonical_frame,high,1,Imposing_obligation,,explicit_procedural_duty,Activity_finish; Cause_to_start,,15,Activity_finish; Appellations; Attention_getting; Cause_to_start; Completeness; Creating; Giving_birth; Gizmo; Intentionally_create; Leadership; People_by_vocation; Process_completed_state; Set_of_interrelated_entities; System; Text,1,1,procedure/generic/notice_decision_ja.json
"If the undeliverable mail is a Notice of Debt or if there is an undeliverable mail indicator ($) on the file, refer to Undeliverable Notice of Debt .",needs_review,low,0,,,,Submitting_documents,,15,Armor; Becoming_aware; Contacting; Grooming; Locative_relation; Placing; Reference_text; Referring_by_name; Removing; Self_motion; Sending; Sent_items; Spatial_co-location; Submitting_documents; Topic,1,1,procedure/activity/undeliverable_mail.json
"If there is a CB WI directly related to the issue under investigation, it can be reassigned to Integrity.",needs_review,low,0,,,,Scrutiny,,15,Cognitive_connection; Condition_symptom_relation; Creating; Criminal_investigation; Emanating; Locative_relation; Non-gradable_proximity; Point_of_dispute; Proportional_quantity; Relating_concepts; Scrutiny; Spatial_co-location; Statement; Supply; Text,1,1,procedure/activity/referal_integrity.json
"If there is a ROD on file indicating that adjudication of an RFS was deferred, that RFS must be adjudicated.",canonical_frame,high,1,Imposing_obligation,,explicit_procedural_duty,Communication; Evidence; Submitting_documents,,15,Communication; Condition_symptom_relation; Degree; Evidence; Grooming; Indicating; Legal_rulings; Locative_relation; Medical_intervention; Placing; Removing; Self_motion; Sign; Spatial_co-location; Submitting_documents,1,1,procedure/task/converting_cfcb_convetir_dpppa.json
"If there is a ROD on file indicating that adjudication of an RFS was deferred, the RFS must be adjudicated.",canonical_frame,high,1,Imposing_obligation,,explicit_procedural_duty,Communication; Evidence; Submitting_documents,,15,Communication; Condition_symptom_relation; Degree; Evidence; Grooming; Indicating; Legal_rulings; Locative_relation; Medical_intervention; Placing; Removing; Self_motion; Sign; Spatial_co-location; Submitting_documents,4,4,procedure/task/Converting_claim_from_ccb_to_regular_benefits.json; procedure/task/conv_matreg.json; procedure/task/conv_parreg.json; procedure/task/conv_sickreg.json
"If there is an outstanding disentitlement on the claim, the disentitlement must be reviewed to determine if it still applies.",canonical_frame,high,3,Deciding; Imposing_obligation; Rewards_and_punishments,,determine_administrative_decision; explicit_procedural_duty; fallback_Rewards_and_punishments,,Coming_to_believe; Contingency; Control,15,Claim_ownership; Come_into_effect; Coming_to_believe; Contingency; Continued_state_of_affairs; Control; Deciding; Desirability; Expertise; Locative_relation; Predicting; Spatial_co-location; Statement; Usefulness; Using,1,1,procedure/task/conv_ccb_sick_cc.json
"If there is any indication that the client is deceased, refer to Deceased client before proceeding.",no_domain_frame,low,0,,,,,,15,Commerce_buy; Dead_or_alive; Death; Degree; Locative_relation; Process_continue; Quantified_mass; Reference_text; Referring_by_name; Self_motion; Sending; Sign; Spatial_co-location; Time_vector; Topic,1,1,procedure/subactivity/detcalc_ccb.json
"If they complete the INS5178 form, they can either fill in their banking information or provide a void cheque.",canonical_frame,high,1,Submitting_documents,,administrative_document_submission,Activity_finish,,15,Activity_finish; Being_in_effect; Coming_to_be; Completeness; Creating; Distributed_position; Emitting; Emptying; Excreting; Filling; Information; Process_completed_state; Reshaping; Supply; Type,3,3,procedure/task/adding_dd.json; procedure/task/ajou_mod_rens_depo_direct_fin-add_mod_end_direct_depo_curam.json; procedure/task/changing_dd.json
"If they meet the eligibility criteria, clients can be exempted from reporting for the following BTs:",canonical_frame,high,1,Meet_specifications,,meet_standard_not_social_meeting,Reporting,Assemble; Come_together; Make_acquaintance; Meet_with_response; Response,15,Assemble; Come_together; Commerce_buy; Compliance; Cotheme; Grasp; Locative_relation; Make_acquaintance; Meet_specifications; Meet_with_response; Relative_time; Reporting; Response; Statement; Time_vector,1,1,procedure/activity/exemption_reporting.json
"If this information is not already documented, the officer fact-finds with the employer to obtain the daily breakdown of hours missed due to WS.",no_domain_frame,low,0,,,,,,15,Appellations; Attention_getting; Calendric_unit; Employing; Frequency; Getting; Hit_or_miss; Information; Leadership; Measure_duration; Negation; People_by_vocation; Recording; Success_or_failure; Time_vector,1,1,procedure/generic/knowledge_reltws.json
"In ACS, create and send the Q-01-00-00 letter and return the Direct Deposit Application form (INS5178) with the letter.",canonical_frame,high,3,Cause_to_start; Request; Submitting_documents,,administrative_document_submission; fallback_Request; fallback_Cause_to_start,,Placing,15,Aiming; Arriving; Behind_the_scenes; Causation; Cause_to_start; Coming_to_be; Creating; Intentionally_create; Placing; Reshaping; Resurrection; Sending; Text; Type; Using,1,1,procedure/task/adding_dd_nc.json
"In ACS, create and send the S-01-00-00 letter informing the client that the claim cannot be considered.",canonical_frame,high,3,Cause_to_start; Communication; Submitting_documents,,administrative_document_submission; fallback_Communication; fallback_Cause_to_start,Reporting,,15,Categorization; Causation; Cause_to_start; Claim_ownership; Cogitation; Commerce_buy; Creating; Degree; Intentionally_create; Predicting; Reporting; Sending; Statement; Telling; Text,3,2,procedure/task/annuler_demande_quand-cancel_claim.json; procedure/task/cccppi_ic.json
"In all other situations where no MA was imposed, the disqualifications or disentitlements are effective from the beginning of the week the issue is adjudicated.",canonical_frame,medium,1,Rewards_and_punishments,,fallback_Rewards_and_punishments,,,15,Being_in_effect; Calendric_unit; Creating; Emanating; Increment; Legal_rulings; Locative_relation; Measure_duration; Point_of_dispute; Quantified_mass; Spatial_co-location; Supply; Temporal_subregion; Text; Usefulness,1,1,procedure/task/covid19_adjcrsicsrb.json
"In all other situations, the officer refers the D15 issue to Integrity.",no_domain_frame,low,0,,,,,,15,Appellations; Attention_getting; Creating; Emanating; Increment; Leadership; People_by_vocation; Point_of_dispute; Quantified_mass; Reference_text; Referring_by_name; Sending; Supply; Text; Topic,2,2,procedure/activity/claim_procedure.json; procedure/task/determining_issue_referred_integrity.json
"In BCS, on the Results tab, select the estimated result that must be sent to IPOC and select the Forward via MM06 link.",canonical_frame,high,2,Assessing; Imposing_obligation,,explicit_procedural_duty; estimate_is_domain_assessment,Resolve_problem,Estimating,15,Attaching; Causation; Choosing; Condition_symptom_relation; Connectors; Degree; Direction; Earnings_and_losses; Estimating; Make_cognitive_connection; Medical_intervention; Relating_concepts; Resolve_problem; Sending; Social_connection,1,1,procedure/task/imp-dec-inc-rev-eierb.json
"In certain situations, the client is internally or externally excluded from electronic reporting and must complete paper claimant’s reports.",canonical_frame,high,2,Imposing_obligation; Submitting_documents,,administrative_document_submission; explicit_procedural_duty,Activity_finish; Reporting,,15,Activity_finish; Businesses; Certainty; Commerce_buy; Completeness; Exclude_member; Idiosyncrasy; Inclusion; Likelihood; Process_completed_state; Reporting; Specific_individual; Statement; Substance; Text,1,1,procedure/activity/claimant_report.json
