dataset,node_id,source_file,body_type,is_in_duplicate_pair,is_in_duplicate_or_included_pair,text_preview
KMT bodies FR,dita_body:1be79fc36ecb589b420f,fr/KA-01120_FR/ka-01120_resume.dita,conbody,no,no,"Lorsqu'un payable a été créé dans le SMGP , le compte a un crédit (une somme due au client). Le Ministère verse ces payables au prestataire ou au destinataire et les applique aux créances existantes."
KMT bodies FR,dita_body:35130d039255832a5358,fr/KA-04567_FR/ka-04567_resume.dita,conbody,no,no,Organiser le recouvrement d'une pénalité.
KMT bodies FR,dita_body:0c40a956e25952b4199c,fr/KA-02302_FR/ka-02302_etape_5__mettez_en_uvre_la_decision.dita,conbody,no,no,"Communiquez avec le client par téléphone. Consultez Communiquer avec le client par téléphone – Mobilisation des clients (scénario) . Communiquer avec le client par téléphone – Mobilisation des clients (scénario) Consignez les détails pertinents dans le Résumé de la décision. En cas de refus, envoyez la lettre de refus appropriée. Expliquez pourquoi le demandeur n'est pas considéré comme ayant satisfait aux critères graves et prolongés à la DDPDI. Mettez à jour les notes du client dans le SERTI p"
KMT bodies FR,dita_body:e189a719adba67d5b67c,fr/KA-05183_FR/ka-05183_incapacite.dita,conbody,yes,yes,Disposition en matière d'incapacité (scénario) Disposition en matière d'incapacité (scénario) Évaluer l'incapacité (démarche) Évaluer l'incapacité (démarche) Exemples – Disposition relative à l'incapacité (outil de travail) Exemples – Disposition relative à l'incapacité (outil de travail)
KMT bodies FR,dita_body:061aa8b8a55b32059b6f,fr/KA-01291_FR/ka-01291_lettres.dita,refbody,no,no,"1027 – INV , Refus médical condition n'est pas grave ni prolongée, RET et PIAR 8961 – SV - ALC - ALCS , Résidence canadienne insuffisante, dossier envoyé à PIAE 8962 – SV, Pension suspendue, absent du Canada >6 mois, dossier envoyé à PIAE ISS-4515 – Refus - Refus de la prestation d'enfant ISS-4520 – Refus -Refus de la pension de survivant ISS-4521 – Refus - Refus de la prestation de décès ISS-4555 – Refus - Refus de l'Invalidité non médical ISS-4564 – Refus- Refus médical - l'invalidité n'est pa"
KMT bodies FR,dita_body:f67702bcaf1e0c9db85b,fr/KA-05084_FR/ka-05084_pensions_et_prestations_canadiennes_du_rpc.dita,conbody,yes,yes,Impôt des non-résidents : 25 % Impôt des non-résidents sur la prestation de décès du RPC : 25 %
KMT bodies FR,dita_body:b4338847bb40bd106b5b,fr/KA-01062_FR/ka-01062_la_personne_decedee_avait-elle_un_epoux_c5e722dd.dita,conbody,no,no,"La prestation d' ALCS est versée aux personnes : qui sont âgés de 60 à 64 ans; qui ont un revenu peu élevé; qui vivent au Canada; et dont l'époux ou le conjoint de fait est décédé. Pour de plus amples renseignements, consultez Demande de prestation d' ALCS (scénario) Lorsqu'une date de décès est saisie et validée dans Cúram, le système met automatiquement à jour la preuve une relation conjugale de l'époux comme Époux (Veuf/Veuve) ou conjoint de fait survivant . Si l'époux avait auparavant droit "
KMT bodies FR,dita_body:cb0e0fef0b72bacbb4c1,fr/KA-01784_FR/ka-01784_la_demande_est_approuvee_mise_a_jour.dita,conbody,yes,yes,"Remboursez la province ou la municipalité si un formulaire Consentement de déduction et de paiement - Régime de pensions du Canada (ISP-1613) est au dossier. Consultez Remboursement aux agences de services sociaux provinciaux, aux agences de programme provincial d'indemnités des accidents du travail ou aux assureurs privés (scénario) . Remboursement aux agences de services sociaux provinciaux, aux agences de programme provincial d'indemnités des accidents du travail ou aux assureurs privés (scén"
KMT bodies FR,dita_body:4c5635721b08d60ca749,fr/KA-05406_FR/ka-05406_ce_que_cela_signifie_pour_vous.dita,conbody,no,yes,"Pour traiter une demande pour que les couples soient considérés comme vivant séparément pour des raisons indépendantes de leur volonté et pour valider l’état civil pour les prestations fondées sur le revenu pendant la période de rétroactivité, consultez : Couples vivant séparément pour des raisons indépendantes de leur volonté (scénario) ; et Couples vivant séparément pour des raisons indépendantes de leur volonté (scénario) Valider l'état civil avec l'ARC durant la période de rétroactivité (dém"
KMT bodies FR,dita_body:d4b0e3414e697583fa47,fr/KA-04346_FR/ka-04346_cancer_du_rein.dita,conbody,no,no,"Code(s) de la CIM-9-MC 189 – Tumeur maligne du rein et des organes urinaires, autres et non précisés 189.0 – Rein, sauf le bassinet 189.1 – Bassinet du rein Autres noms carcinome à cellules rénales; cancer à cellules rénales; cancer du bassinet du rein; sarcome rénal; ou sarcome à cellules claires du rein."
KMT bodies FR,dita_body:3988f925f491540fa5ae,fr/KA-05579_FR/ka-05579_demandes_de_renseignements.dita,conbody,yes,yes,"[[ARTICLE-KA-05073]] (Contenu de l'extrait 26.0. Ne pas modifier ni supprimer.) Si vous avez besoin de directives supplémentaires, envoyez une demande de renseignements par l'entremise de l' Outil National de l'Expertise Opérationnelle (NEXO) Lien interne (l'accès est requis). Outil National de l'Expertise Opérationnelle"
KMT bodies FR,dita_body:3d59c1de18abdbee327d,fr/KA-05051_FR/ka-05051_demandes_de_renseignements.dita,conbody,yes,yes,"Si vous avez besoin de directives supplémentaires, envoyez une demande de renseignements par l'entremise de l' Outil de demandes en expertise opérationnelle par les voies habituelles. Outil de demandes en expertise opérationnelle"
KMT bodies FR,dita_body:bdd596dc5e04aaa510e2,fr/KA-05549_FR/ka-05549_ecran_session_de_la_simulation.dita,conbody,no,no,"La colonne Cotisations a été renommée Cotisations base + 1 re supplémentaire . Les colonnes Cotisations 2 e supplémentaire , GNAP 2 e supplémentaire et Indicateur 2 e supplémentaire ont été ajoutées à l'écran. Figure 28. Session de la simulation"
KMT bodies FR,dita_body:a0be2206d3b29d2e686a,fr/KA-05196_FR/ka-05196_ce_que_cela_signifie_pour_vous.dita,conbody,no,yes,"Vous utiliserez désormais cette série d'articles de politiques et de procédures opérationnelles pour identifier les indicateurs d'incapacité, la procédure de demande de décision médicale d'incapacité, la formulation d’une décision médicale d’incapacité et l'application de la nouvelle date réputée antérieure à la demande lorsque l'incapacité peut être appliquée. Les documents suivants sont maintenant disponibles pour correspondre à la politique et aux procédures mises à jour en matière d'incapaci"
KMT bodies FR,dita_body:480035494cef7947795e,fr/KA-01751_FR/ka-01751_etablir_la_date_dentree_en_vigueur_mise_a_jour.dita,conbody,yes,yes,"La date d’entrée en vigueur d’une option est établie en fonction : du type d’événement; de la date de l’événement; et de la fréquence des versements (du revenu de pension). Une option de l’année courante entre en vigueur : le mois suivant le mois de la retraite; le premier mois la pension n’est pas versée (pour les prestations d'assurance-emploi, l'option entre en vigueur le premier mois la personne où il n'y a pas de droit ); ou le mois au cours duquel la réduction du revenu de pension prend ef"
KMT bodies FR,dita_body:649811547a6ebc4fadf2,fr/KA-05513_FR/ka-05513_ajouter_un_pays_vise_par_un_accord_de_s_106a9156.dita,taskbody,no,no,"Dans Cúram, cliquez sur l'onglet Administrateur de la SV . Cliquez sur le panneau Raccourcis sur le côté gauche de l'écran, puis cliquez sur Accords internationaux . Cliquez sur Pays visés par un ASS . Cliquez sur Nouveau dans le coin supérieur droit de l'écran. L'écran Inscrire la partie externe s'affiche. Saisissez un numéro de référence ou un autre critère de recherche et cliquez sur Rechercher pour confirmer que le pays ne figure pas déjà dans la liste. Cliquez sur Suivant . L'écran Inscrire"
KMT bodies FR,dita_body:63f504b8d6c34cac8186,fr/KA-01441_FR/ka-01441_ce_quil_faut_savoir.dita,conbody,no,no,Il existe différents formulaires qu'un client peut présenter pour autoriser une personne à communiquer et à recevoir des renseignements sur la prestation en son nom. Chaque formulaire est valide pour une durée différente et confère des pouvoirs différents à la personne.
KMT all_notes EN,dita_document:ca08dcc5cbf0a4957a41,KA-05562_note_0001.dita,document,no,no,"Note Note: A cash receipt is not a deduction that can be reversed in Cúram using this procedure. To request a reimbursement of a cash receipt, Request a Reimbursement of an OAS Cash Receipt (Action) Request a Reimbursement of an OAS Cash Receipt (Action)"
KMT all_notes EN,dita_document:b42b6eaae88b50e60d13,KA-04515_note_0002.dita,document,no,no,Note Note: The information on this screen can be accepted as accurate since it has already been verified before determining eligibility for OAS and CPP pensions and benefits.
KMT all_notes EN,dita_document:85757e04c575d6a28819,KA-05323_note_0005.dita,document,no,no,"Note Note: The Contribution Details screen will display the data directly transferred from CRA , as reported by the client, and in some instances may contain discrepancies. Some of the values may not align with the paid and required amounts that the client is receiving. The CRA will correct the data discrepancies once the client’s taxes have been assessed. There is no requirement on the part of ESDC to report any discrepancies."
KMT all_notes EN,dita_document:dc06f3075a45845c764d,KA-05422_note_0017.dita,document,no,no,Note Note: Cúram will apply the earnings exemption as applicable to employment and self-employment income. Earnings Exemption (Knowledge) Earnings Exemption (Knowledge)
KMT all_notes EN,dita_document:cff29d2abb95f9f235fd,KA-01396_note_0010.dita,document,yes,yes,"Note Note: If you change the region code or OCON after selecting the benefit, only the first row in the Payables (Debit) section will update accordingly. You must re-select the payable for the Cost Centre section to update."
KMT all_notes EN,dita_document:dad1109ca3e9f74d7737,KA-05436_note_0007.dita,document,no,no,Note Note: The Withdrawal status selection will trigger the Withdrawal Date completion.
KMT all_notes EN,dita_document:41f96e2907c79244168b,KA-01283_note_0005.dita,document,yes,yes,"Note Note: The Deemed / Protected Date overrides the Date Stamp . If the -18 child is mentioned on the CPPD benefits application and the disabled contributor’s claim of incapacity is accepted, the Deemed / Protected Date will be the same for both the -18 child and the disabled contributor."
KMT all_notes EN,dita_document:6e64797e1f3aeddd029b,KA-05222_note_0001.dita,document,no,no,"Note Note: To add an attachment in an enquiry, Capture Communication—Process an Enquiry Related to a Person or A Foreign Engagement Case in Cúram (Action) Capture Communication—Process an Enquiry Related to a Person or A Foreign Engagement Case in Cúram (Action)"
KMT all_notes EN,dita_document:e4303372cc819bf47ad0,KA-05072_note_0042.dita,document,yes,yes,Note Note: This section is mandatory if the applicant signed the application with a mark.
KMT all_notes EN,dita_document:44f6e9f6285ea274320d,KA-05498_note_0001.dita,document,no,no,"Note Note: Bill-C591 requires that no payments of survivor’s pension, death benefit or orphan’s benefit to an individual who has been convicted of first or second degree murder or manslaughter of the contributor. It also amends the Old Age Security Act to prohibit the payment of a survivor’s allowance to an individual who has been convicted of first or second degree murder or manslaughter of the individual's spouse or common-law partner."
KMT all_notes EN,dita_document:32259808e9b2160f8e96,KA-05501_note_0005.dita,document,yes,yes,"Note Note: These are task categories and types that existed as part of R1. As part of R2, many task categories and types have been added and revised."
KMT all_notes EN,dita_document:72310bd4e0538ea280b6,KA-01412_note_0013.dita,document,no,no,Note WARNING: Calculating an option on an account could affect the benefit entitlement of an interrelated account.
KMT all_notes EN,dita_document:d755d4f1b7c698d58e14,KA-04863_note_0009.dita,document,no,no,"Note Note: Examples of volunteer positions are gathered from current listings of positions available on the Charity Village website and from the Statistics Canada (2010) ""Canadian Survey of Giving, Volunteering, and Participating"" top volunteer sectors. For more information, refer to Charity Village External link and Canada Survey of Giving, Volunteering and Participating: Public Use Microdata File External link . Charity Village Canada Survey of Giving, Volunteering and Participating: Public Us"
KMT all_notes EN,dita_document:88108800a2d036f365fe,KA-04437_note_0007.dita,document,no,no,"Note Note: For combined accounts, ensure the Social Insurance Number (SIN) recorded on the NCR is the Living-Base SIN because the T4A(P) slip will be issued under that number. If the wrong SIN has been recorded on the NCR, the Input/Output section should be requested to delete the information and recapture the NCR using the correct SIN. To ensure the account's SIN is provided with the remittance, processing staff may wish to include a duplicate copy of the refund request letter which could be re"
KMT all_notes EN,dita_document:1296dd8bbfd143134ad0,KA-05092_note_0003.dita,document,yes,yes,"Note Note: If there is no applicable protective date, advise the foreign institution in Section 4.9."
